(-0.43424866, -0.30849123, 2.0519671)
(-0.4343097, -0.3089795, 2.0541644)
(-0.43565246, -0.31093264, 2.0537982)
(-0.43559143, -0.31044436, 2.0528216)
(-0.43424866, -0.2992139, 2.0537982)
(-0.43528625, -0.30067873, 2.0546527)
(-0.43516418, -0.301167, 2.0556293)
(-0.43376037, -0.2992139, 2.055263)
(-0.43772766, -0.3094678, 2.0513568)
(-0.4376056, -0.3065381, 2.049892)
(-0.43546936, -0.30751467, 2.0490375)
(-0.436568, -0.31044436, 2.051601)
(-0.44810364, -0.34511232, 2.1900897)
(-0.4317462, -0.29970217, 2.0557513)
(-0.43357727, -0.301167, 2.0558734)
(-0.43186828, -0.3016553, 2.055385)
(-0.42954895, -0.30019045, 2.0548968)
(-0.43211243, -0.2992139, 2.0451312)
(-0.4315631, -0.301167, 2.0458636)
(-0.43394348, -0.30067873, 2.0473285)
(-0.43369934, -0.2987256, 2.0468402)
(-0.43064758, -0.30214357, 2.0469623)
(-0.4282672, -0.301167, 2.046596)
(-0.42820618, -0.301167, 2.0492816)
(-0.43040344, -0.30263186, 2.0490375)
(-0.43736145, -0.30360842, 2.0511127)
(-0.43546936, -0.301167, 2.0505023)
(-0.43595764, -0.30312014, 2.048427)
(-0.43339416, -0.3040967, 2.0566058)
(-0.43516418, -0.30312014, 2.05685)
(-0.43626282, -0.3070264, 2.0563617)
(-0.43443176, -0.30751467, 2.0562396)
(-0.46409485, -0.23061037, 2.1538959)
(-0.46287414, -0.23817873, 2.166347)
(-0.42777893, -0.3226514, 2.08456)
(-0.42759582, -0.32020998, 2.082973)
(-0.4303424, -0.32118654, 2.079555)
(-0.43058655, -0.32313967, 2.0806537)
(-0.44676086, -0.31093264, 2.1728778)
(-0.44651672, -0.3119092, 2.171657)
(-0.45841858, -0.33632326, 2.1953998)
(-0.4511554, -0.33876467, 2.1935077)
(-0.45524475, -0.34267092, 2.1900287)
(-0.4529254, -0.34511232, 2.1845965)
(-0.45384094, -0.34267092, 2.1842303)
(-0.4554889, -0.3407178, 2.1882586)
(-0.44895813, -0.33925295, 2.195949)
(-0.44798157, -0.29823732, 2.1739154)
(-0.45207092, -0.32655764, 2.1865497)
(-0.45188782, -0.34511232, 2.1821551)
(-0.44956848, -0.34706545, 2.1844134)
(-0.4527423, -0.31630373, 2.1996112)
(-0.45005676, -0.3382764, 2.1977801)
(-0.45072815, -0.33632326, 2.19601)
(-0.44608948, -0.33681154, 2.178554)
(-0.45762512, -0.3089795, 2.1879535)
(-0.45127746, -0.3094678, 2.1900897)
(-0.45121643, -0.3065381, 2.1882586)
(-0.5936115, -0.32313967, 2.0905414)
(-0.5937946, -0.32069826, 2.0913959)
(-0.59287906, -0.31923342, 2.089809)
(-0.5923908, -0.32118654, 2.0889544)
(-0.5884845, -0.30507326, 2.0922503)
(-0.58976626, -0.31288576, 2.093349)
(-0.5915973, -0.3148389, 2.0935931)
(-0.591048, -0.31337404, 2.0922503)
(-0.45713684, -0.3065381, 2.1866717)
(-0.45762512, -0.32118654, 2.1774554)
(-0.44486877, -0.3016553, 2.16476)
(-0.4480426, -0.2933545, 2.1827044)
(-0.5860431, -0.29481936, 2.089931)
(-0.5848224, -0.29530764, 2.090053)
(-0.5874469, -0.29970217, 2.0904193)
(-0.58885074, -0.29970217, 2.0906634)
(-0.4488971, -0.29433107, 2.185207)
(-0.52079654, -0.29042482, 2.2108417)
(-0.52482486, -0.2962842, 2.2159076)
(-0.45316955, -0.316792, 2.2033343)
(-0.45109436, -0.3402295, 2.1850238)
(-0.44743225, -0.29823732, 2.1759906)
(-0.44676086, -0.29286623, 2.1755023)
(-0.44639465, -0.29237795, 2.173061)
(-0.45353577, -0.32948732, 2.18008)
(-0.45731995, -0.3016553, 2.1913104)
(-0.45780823, -0.30458498, 2.1919818)
(-0.46116516, -0.31337404, 2.1684222)
(-0.45439026, -0.29677248, 2.190456)
(-0.4532306, -0.29042482, 2.1839252)
(-0.464339, -0.24550295, 2.178493)
(-0.4731891, -0.25282717, 2.1896625)
(-0.561507, -0.27626467, 2.083095)
(-0.5646808, -0.27846193, 2.0823627)
(-0.5656574, -0.27626467, 2.0838275)
(-0.56126285, -0.27504396, 2.0856586)
(-0.47263977, -0.24501467, 2.19247)
(-0.46665832, -0.23598146, 2.1825213)
(-0.44462463, -0.31630373, 2.1657367)
(-0.4459674, -0.3094678, 2.1683002)
(-0.4454181, -0.30800295, 2.1665912)
(-0.48557922, -0.2049756, 2.1381488)
(-0.49311706, -0.1971631, 2.1462054)
(-0.44084045, -0.30214357, 2.1620746)
(-0.4334552, -0.30214357, 2.1546283)
(-0.43424866, -0.31825686, 2.1532855)
(-0.4404132, -0.31239748, 2.1614642)
(-0.42161438, -0.34706545, 2.1134906)
(-0.42350647, -0.34999514, 2.1188617)
(-0.42295715, -0.33974123, 2.1209369)
(-0.4225299, -0.3407178, 2.1162982)
(-0.44877502, -0.40370607, 2.0766253)
(-0.45469543, -0.4027295, 2.0679584)
(-0.45884582, -0.4110303, 2.0732074)
(-0.45262024, -0.410542, 2.0810199)
(-0.52686954, -0.30458498, 2.2192645)
(-0.5295856, -0.31337404, 2.2239032)
(-0.54911685, -0.3094678, 2.2191424)
(-0.545882, -0.30019045, 2.2140765)
(-0.4667804, -0.42812014, 2.097011)
(-0.4733722, -0.4290967, 2.088222)
(-0.48008606, -0.4339795, 2.0957904)
(-0.5592487, -0.2765088, 2.087978)
(-0.5659015, -0.2765088, 2.0904193)
(-0.5659015, -0.27968264, 2.0911517)
(-0.5604694, -0.27919436, 2.0891986)
(-0.4731891, -0.43251467, 2.1045794)
(-0.41831848, -0.31825686, 2.103603)
(-0.41673157, -0.31093264, 2.1067767)
(-0.41709778, -0.31093264, 2.1007953)
(-0.41953918, -0.31825686, 2.098476)
(-0.44444153, -0.28749514, 2.1736712)
(-0.44425842, -0.28798342, 2.1717792)
(-0.58103824, -0.3329053, 2.0802875)
(-0.58085513, -0.32948732, 2.0799212)
(-0.5778644, -0.32899904, 2.0790668)
(-0.5778644, -0.332417, 2.0791888)
(-0.57530093, -0.30067873, 2.0995746)
(-0.57273746, -0.29481936, 2.098598)
(-0.5792072, -0.2987256, 2.0974994)
(-0.57981753, -0.3016553, 2.0976214)
(-0.4876239, -0.43837404, 2.1049457)
(-0.4803302, -0.43642092, 2.1134906)
(-0.44181702, -0.32802248, 2.0649066)
(-0.5836017, -0.3226514, 2.088344)
(-0.58640933, -0.32411623, 2.0909076)
(-0.5874469, -0.32167482, 2.09164)
(-0.5849445, -0.3197217, 2.0901752)
(-0.5914142, -0.3250928, 2.093471)
(-0.59202456, -0.3221631, 2.0946918)
(-0.55833316, -0.28505373, 2.0797992)
(-0.55692935, -0.2884717, 2.0800433)
(-0.55796695, -0.28993654, 2.0807757)
(-0.5594318, -0.28895998, 2.081264)
(-0.5677326, -0.3016553, 2.0912738)
